danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,album_name,short_album_name,release_date,album_id
0.594,0.817,2,-3.389,1,0.0521,0.001,0.8,0.155,0.151,133.868,audio_features,1sJZgGyZJookIoyLi9jDOV,spotify:track:1sJZgGyZJookIoyLi9jDOV,https://api.spotify.com/v1/tracks/1sJZgGyZJookIoyLi9jDOV,https://api.spotify.com/v1/audio-analysis/1sJZgGyZJookIoyLi9jDOV,269352,4,CHERRY BOMB,Cherry Bomb,Cherry Bomb,2015-04-13,621OhgnZJ7Pz8iUazct1In
0.397,0.701,1,-7.328,1,0.0737,0.0127,0.000207,0.749,0.179,74.518,audio_features,5DXJ7agkkKytxX8Z2x1fY3,spotify:track:5DXJ7agkkKytxX8Z2x1fY3,https://api.spotify.com/v1/tracks/5DXJ7agkkKytxX8Z2x1fY3,https://api.spotify.com/v1/audio-analysis/5DXJ7agkkKytxX8Z2x1fY3,190285,4,"BLOW MY LOAD (feat. Wanya Morris, Dâm-Funk, Austin Feinstein & Sydney Bennett)",Cherry Bomb,Cherry Bomb,2015-04-13,621OhgnZJ7Pz8iUazct1In
0.63,0.842,1,-5.636,0,0.316,0.000967,0.0,0.362,0.634,84.952,audio_features,629TRAVD61y1ZVNl9EOfEE,spotify:track:629TRAVD61y1ZVNl9EOfEE,https://api.spotify.com/v1/tracks/629TRAVD61y1ZVNl9EOfEE,https://api.spotify.com/v1/audio-analysis/629TRAVD61y1ZVNl9EOfEE,191869,4,THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12 (REMIX) (feat. ScHoolboy Q),Cherry Bomb,Cherry Bomb,2015-04-13,621OhgnZJ7Pz8iUazct1In
0.232,0.705,5,-6.928,1,0.0997,0.032,6.6e-05,0.185,0.352,74.28,audio_features,46CA1H0T1r7u5lDUtVveAh,spotify:track:46CA1H0T1r7u5lDUtVveAh,https://api.spotify.com/v1/tracks/46CA1H0T1r7u5lDUtVveAh,https://api.spotify.com/v1/audio-analysis/46CA1H0T1r7u5lDUtVveAh,401573,4,"FUCKING YOUNG / PERFECT (feat. Charlie Wilson, Chaz Bundick, Sydney Bennett & Kali Uchis)",Cherry Bomb,Cherry Bomb,2015-04-13,621OhgnZJ7Pz8iUazct1In
0.352,0.693,10,-7.412,0,0.361,0.334,6.21e-05,0.611,0.348,88.855,audio_features,6Xw3iWrQKgArwlRhVuU9CK,spotify:track:6Xw3iWrQKgArwlRhVuU9CK,https://api.spotify.com/v1/tracks/6Xw3iWrQKgArwlRhVuU9CK,https://api.spotify.com/v1/audio-analysis/6Xw3iWrQKgArwlRhVuU9CK,409779,4,"2SEATER (feat. Aaron Shaw, Samantha Nelson & Austin Feinstein)",Cherry Bomb,Cherry Bomb,2015-04-13,621OhgnZJ7Pz8iUazct1In
0.501,0.596,6,-8.444,1,0.077,0.00814,0.00023,0.0666,0.204,139.929,audio_features,7zdanauvITJaq9OE7bBz0c,spotify:track:7zdanauvITJaq9OE7bBz0c,https://api.spotify.com/v1/tracks/7zdanauvITJaq9OE7bBz0c,https://api.spotify.com/v1/audio-analysis/7zdanauvITJaq9OE7bBz0c,248544,3,KEEP DA O'S (feat. Pharrell Williams & Coco O.),Cherry Bomb,Cherry Bomb,2015-04-13,621OhgnZJ7Pz8iUazct1In
0.458,0.64,2,-4.515,1,0.0419,0.00196,0.0288,0.0782,0.205,145.94,audio_features,2CnrJj6Jz4vSe5E1hsWtpg,spotify:track:2CnrJj6Jz4vSe5E1hsWtpg,https://api.spotify.com/v1/tracks/2CnrJj6Jz4vSe5E1hsWtpg,https://api.spotify.com/v1/audio-analysis/2CnrJj6Jz4vSe5E1hsWtpg,397384,4,"OKAGA, CA (feat. Alice Smith, Leon Ware & Clem Creevy)",Cherry Bomb,Cherry Bomb,2015-04-13,621OhgnZJ7Pz8iUazct1In
0.581,0.746,10,-5.495,0,0.0422,0.0149,0.000276,0.594,0.455,101.881,audio_features,2u1tKPsxhwigi5BNbXihB0,spotify:track:2u1tKPsxhwigi5BNbXihB0,https://api.spotify.com/v1/tracks/2u1tKPsxhwigi5BNbXihB0,https://api.spotify.com/v1/audio-analysis/2u1tKPsxhwigi5BNbXihB0,189703,4,DEATHCAMP (feat. Cole Alexander),Cherry Bomb + Instrumentals,Cherry Bomb + Instrumentals,2015-04-13,5V3Chnpno9oTI7JSPXKUf3
0.346,0.824,2,-5.054,1,0.134,0.00457,0.000266,0.356,0.116,169.002,audio_features,3h0P4TXrlrv9Lj0z7FS36I,spotify:track:3h0P4TXrlrv9Lj0z7FS36I,https://api.spotify.com/v1/tracks/3h0P4TXrlrv9Lj0z7FS36I,https://api.spotify.com/v1/audio-analysis/3h0P4TXrlrv9Lj0z7FS36I,159964,4,BUFFALO (feat. Shane Powers),Cherry Bomb + Instrumentals,Cherry Bomb + Instrumentals,2015-04-13,5V3Chnpno9oTI7JSPXKUf3
0.596,0.869,5,-2.389,0,0.0621,6.32e-05,0.0493,0.0476,0.545,109.995,audio_features,4SUQbrebZgvSX8i3aYHMB6,spotify:track:4SUQbrebZgvSX8i3aYHMB6,https://api.spotify.com/v1/tracks/4SUQbrebZgvSX8i3aYHMB6,https://api.spotify.com/v1/audio-analysis/4SUQbrebZgvSX8i3aYHMB6,209412,4,PILOT (feat. Sydney Bennett),Cherry Bomb + Instrumentals,Cherry Bomb + Instrumentals,2015-04-13,5V3Chnpno9oTI7JSPXKUf3
0.411,0.909,11,-5.234,0,0.169,0.00178,0.0,0.794,0.473,145.966,audio_features,1VZS61kwta2pHVTAXU9uU1,spotify:track:1VZS61kwta2pHVTAXU9uU1,https://api.spotify.com/v1/tracks/1VZS61kwta2pHVTAXU9uU1,https://api.spotify.com/v1/audio-analysis/1VZS61kwta2pHVTAXU9uU1,69077,4,RUN (feat. Chaz Bundick & ScHoolboy Q),Cherry Bomb + Instrumentals,Cherry Bomb + Instrumentals,2015-04-13,5V3Chnpno9oTI7JSPXKUf3
0.53,0.427,9,-7.338,0,0.0275,0.405,0.0832,0.0976,0.195,75.111,audio_features,0mvnmLsfi9n5RjPIWzT6tY,spotify:track:0mvnmLsfi9n5RjPIWzT6tY,https://api.spotify.com/v1/tracks/0mvnmLsfi9n5RjPIWzT6tY,https://api.spotify.com/v1/audio-analysis/0mvnmLsfi9n5RjPIWzT6tY,179043,4,"FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)",Cherry Bomb + Instrumentals,Cherry Bomb + Instrumentals,2015-04-13,5V3Chnpno9oTI7JSPXKUf3
0.594,0.817,2,-3.389,1,0.0521,0.001,0.8,0.155,0.151,133.868,audio_features,53Ij8FmAuvzXLsjzCTLM31,spotify:track:53Ij8FmAuvzXLsjzCTLM31,https://api.spotify.com/v1/tracks/53Ij8FmAuvzXLsjzCTLM31,https://api.spotify.com/v1/audio-analysis/53Ij8FmAuvzXLsjzCTLM31,269352,4,CHERRY BOMB,Cherry Bomb + Instrumentals,Cherry Bomb + Instrumentals,2015-04-13,5V3Chnpno9oTI7JSPXKUf3
0.397,0.701,1,-7.328,1,0.0737,0.0127,0.000207,0.749,0.179,74.518,audio_features,57lHFW5RSl888Q1UionOXq,spotify:track:57lHFW5RSl888Q1UionOXq,https://api.spotify.com/v1/tracks/57lHFW5RSl888Q1UionOXq,https://api.spotify.com/v1/audio-analysis/57lHFW5RSl888Q1UionOXq,190285,4,"BLOW MY LOAD (feat. Wanya Morris, Dâm-Funk, Austin Feinstein & Sydney Bennett)",Cherry Bomb + Instrumentals,Cherry Bomb + Instrumentals,2015-04-13,5V3Chnpno9oTI7JSPXKUf3
0.427,0.849,7,-2.945,1,0.348,0.015,0.00373,0.153,0.55,79.155,audio_features,078C2jXg7XsMgW78Gfx1JA,spotify:track:078C2jXg7XsMgW78Gfx1JA,https://api.spotify.com/v1/tracks/078C2jXg7XsMgW78Gfx1JA,https://api.spotify.com/v1/audio-analysis/078C2jXg7XsMgW78Gfx1JA,334363,4,SMUCKERS (feat. Lil Wayne & Kanye West),Cherry Bomb,Cherry Bomb,2015-04-13,621OhgnZJ7Pz8iUazct1In
0.706,0.485,8,-9.671,1,0.331,0.337,0.0,0.122,0.144,115.414,audio_features,21yRtB6B8EMounImAfHRCP,spotify:track:21yRtB6B8EMounImAfHRCP,https://api.spotify.com/v1/tracks/21yRtB6B8EMounImAfHRCP,https://api.spotify.com/v1/audio-analysis/21yRtB6B8EMounImAfHRCP,205093,4,Who Dat Boy (feat. A$AP Rocky),Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.734,0.671,1,-7.107,1,0.0315,0.118,0.00317,0.352,0.113,94.025,audio_features,33i3xxHB4YSYGYbtJrwwO8,spotify:track:33i3xxHB4YSYGYbtJrwwO8,https://api.spotify.com/v1/tracks/33i3xxHB4YSYGYbtJrwwO8,https://api.spotify.com/v1/audio-analysis/33i3xxHB4YSYGYbtJrwwO8,194080,4,Foreword (feat. Rex Orange County),Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.686,0.429,8,-10.402,0,0.15,0.71,3.41e-06,0.166,0.27,130.09,audio_features,6KuXb26rHuRy3ZDse1VRmx,spotify:track:6KuXb26rHuRy3ZDse1VRmx,https://api.spotify.com/v1/tracks/6KuXb26rHuRy3ZDse1VRmx,https://api.spotify.com/v1/audio-analysis/6KuXb26rHuRy3ZDse1VRmx,194933,4,Where This Flower Blooms (feat. Frank Ocean),Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.552,0.415,3,-11.996,1,0.0451,0.959,0.000239,0.164,0.36,72.862,audio_features,4KgTrzmfiWNcVneh2Dd1Ou,spotify:track:4KgTrzmfiWNcVneh2Dd1Ou,https://api.spotify.com/v1/tracks/4KgTrzmfiWNcVneh2Dd1Ou,https://api.spotify.com/v1/audio-analysis/4KgTrzmfiWNcVneh2Dd1Ou,36160,4,Sometimes...,Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4,See You Again (feat. Kali Uchis),Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.543,0.572,11,-8.974,1,0.338,0.51,7.23e-06,0.28,0.569,89.386,audio_features,5SxlUF7J8tyFIEF22EomeP,spotify:track:5SxlUF7J8tyFIEF22EomeP,https://api.spotify.com/v1/tracks/5SxlUF7J8tyFIEF22EomeP,https://api.spotify.com/v1/audio-analysis/5SxlUF7J8tyFIEF22EomeP,237000,4,Pothole (feat. Jaden Smith),Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.547,0.759,1,-7.039,0,0.413,0.354,2.15e-05,0.676,0.575,91.85,audio_features,4XDpeWqPADoWRKcUY3dC84,spotify:track:4XDpeWqPADoWRKcUY3dC84,https://api.spotify.com/v1/tracks/4XDpeWqPADoWRKcUY3dC84,https://api.spotify.com/v1/audio-analysis/4XDpeWqPADoWRKcUY3dC84,225347,4,November,Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,79.938,audio_features,5WNYg3usc6H8N3MBEp4zVk,spotify:track:5WNYg3usc6H8N3MBEp4zVk,https://api.spotify.com/v1/tracks/5WNYg3usc6H8N3MBEp4zVk,https://api.spotify.com/v1/audio-analysis/5WNYg3usc6H8N3MBEp4zVk,320720,4,Boredom (feat. Rex Orange County & Anna of the North),Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.549,0.725,1,-7.239,1,0.397,0.0539,3.52e-05,0.148,0.547,108.822,audio_features,430qNtapCS3Ue1yoSql1oV,spotify:track:430qNtapCS3Ue1yoSql1oV,https://api.spotify.com/v1/tracks/430qNtapCS3Ue1yoSql1oV,https://api.spotify.com/v1/audio-analysis/430qNtapCS3Ue1yoSql1oV,206267,4,I Ain't Got Time!,Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.48,0.61,0,-7.042,1,0.305,0.0456,0.0,0.313,0.297,90.034,audio_features,4bEcoz1OcfMgUbp2ft8ieQ,spotify:track:4bEcoz1OcfMgUbp2ft8ieQ,https://api.spotify.com/v1/tracks/4bEcoz1OcfMgUbp2ft8ieQ,https://api.spotify.com/v1/audio-analysis/4bEcoz1OcfMgUbp2ft8ieQ,255653,4,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.401,0.532,5,-11.554,0,0.508,0.103,0.0,0.478,0.413,84.777,audio_features,39u2PsqrAZpZ0KPx6CjasV,spotify:track:39u2PsqrAZpZ0KPx6CjasV,https://api.spotify.com/v1/tracks/39u2PsqrAZpZ0KPx6CjasV,https://api.spotify.com/v1/audio-analysis/39u2PsqrAZpZ0KPx6CjasV,60000,4,Droppin' Seeds (feat. Lil' Wayne),Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.449,0.434,1,-11.777,1,0.243,0.306,2.76e-06,0.633,0.371,78.57,audio_features,0qtK3XwbuG153dmwB8iepL,spotify:track:0qtK3XwbuG153dmwB8iepL,https://api.spotify.com/v1/tracks/0qtK3XwbuG153dmwB8iepL,https://api.spotify.com/v1/audio-analysis/0qtK3XwbuG153dmwB8iepL,224893,5,Glitter,Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.729,0.675,1,-6.008,1,0.187,0.037,0.847,0.0891,0.654,162.126,audio_features,3R1Vu4Ws7UitwDxDHTol0P,spotify:track:3R1Vu4Ws7UitwDxDHTol0P,https://api.spotify.com/v1/tracks/3R1Vu4Ws7UitwDxDHTol0P,https://api.spotify.com/v1/audio-analysis/3R1Vu4Ws7UitwDxDHTol0P,235400,4,"Enjoy Right Now, Today",Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.423,0.456,2,-8.45,0,0.0579,0.381,0.016,0.12,0.148,112.984,audio_features,6ACiYjq5Q7e6BlhZEHz7cd,spotify:track:6ACiYjq5Q7e6BlhZEHz7cd,https://api.spotify.com/v1/tracks/6ACiYjq5Q7e6BlhZEHz7cd,https://api.spotify.com/v1/audio-analysis/6ACiYjq5Q7e6BlhZEHz7cd,223947,4,Garden Shed (feat. Estelle),Flower Boy,Flower Boy,2017-07-21,2nkto6YNI4rUYTLqEwWJ3o
0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067,4,EARFQUAKE,IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
0.826,0.579,8,-8.241,0,0.0801,0.00881,0.0,0.129,0.431,121.075,audio_features,4f8Mh5wuWHOsfXtzjrJB3t,spotify:track:4f8Mh5wuWHOsfXtzjrJB3t,https://api.spotify.com/v1/tracks/4f8Mh5wuWHOsfXtzjrJB3t,https://api.spotify.com/v1/audio-analysis/4f8Mh5wuWHOsfXtzjrJB3t,212013,4,I THINK,IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
0.0,0.478,11,-16.569,0,0.0,0.927,0.0,0.335,0.0,0.0,audio_features,5e4LIAQI0bClLazNf2gZV0,spotify:track:5e4LIAQI0bClLazNf2gZV0,https://api.spotify.com/v1/tracks/5e4LIAQI0bClLazNf2gZV0,https://api.spotify.com/v1/audio-analysis/5e4LIAQI0bClLazNf2gZV0,14627,0,EXACTLY WHAT YOU RUN FROM YOU END UP CHASING,IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281,audio_features,5QvBXUm5MglLJ3iBfTX2Wo,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/tracks/5QvBXUm5MglLJ3iBfTX2Wo,https://api.spotify.com/v1/audio-analysis/5QvBXUm5MglLJ3iBfTX2Wo,177227,4,RUNNING OUT OF TIME,IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,audio_features,0fv2KH6hac06J86hBUTcSf,spotify:track:0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/tracks/0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/audio-analysis/0fv2KH6hac06J86hBUTcSf,195320,4,NEW MAGIC WAND,IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
0.458,0.909,1,-6.553,1,0.487,0.0567,4.26e-06,0.11,0.449,118.227,audio_features,6bOkaEXc5CopinGazSLokx,spotify:track:6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/tracks/6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/audio-analysis/6bOkaEXc5CopinGazSLokx,205627,4,WHAT'S GOOD,IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
0.508,0.557,8,-8.967,0,0.0478,0.00235,0.0134,0.588,0.199,77.572,audio_features,0wEC0GNF74lAqrEFZJMl1m,spotify:track:0wEC0GNF74lAqrEFZJMl1m,https://api.spotify.com/v1/tracks/0wEC0GNF74lAqrEFZJMl1m,https://api.spotify.com/v1/audio-analysis/0wEC0GNF74lAqrEFZJMl1m,179013,4,PUPPET,IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
0.518,0.492,10,-8.436,0,0.193,0.216,0.0012,0.146,0.471,78.848,audio_features,1hz7SRTGUNAtIQ46qiNv2p,spotify:track:1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/tracks/1hz7SRTGUNAtIQ46qiNv2p,https://api.spotify.com/v1/audio-analysis/1hz7SRTGUNAtIQ46qiNv2p,375387,4,"GONE, GONE / THANK YOU",IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
0.638,0.522,8,-9.814,1,0.0932,0.352,0.0663,0.165,0.584,142.952,audio_features,5A0M6B0RBSXSNWv0wcppZ9,spotify:track:5A0M6B0RBSXSNWv0wcppZ9,https://api.spotify.com/v1/tracks/5A0M6B0RBSXSNWv0wcppZ9,https://api.spotify.com/v1/audio-analysis/5A0M6B0RBSXSNWv0wcppZ9,161200,4,I DON'T LOVE YOU ANYMORE,IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
0.216,0.497,10,-8.025,1,0.0371,0.128,2.39e-06,0.111,0.313,187.308,audio_features,5TxRUOsGeWeRl3xOML59Ai,spotify:track:5TxRUOsGeWeRl3xOML59Ai,https://api.spotify.com/v1/tracks/5TxRUOsGeWeRl3xOML59Ai,https://api.spotify.com/v1/audio-analysis/5TxRUOsGeWeRl3xOML59Ai,265480,3,ARE WE STILL FRIENDS?,IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
0.417,0.689,2,-8.302,0,0.178,0.575,0.0,0.496,0.505,79.568,audio_features,1nXZnTALNXiPlvXotqHm66,spotify:track:1nXZnTALNXiPlvXotqHm66,https://api.spotify.com/v1/tracks/1nXZnTALNXiPlvXotqHm66,https://api.spotify.com/v1/audio-analysis/1nXZnTALNXiPlvXotqHm66,210253,4,A BOY IS A GUN*,IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,audio_features,51RN0kzWd7xeR4th5HsEtW,spotify:track:51RN0kzWd7xeR4th5HsEtW,https://api.spotify.com/v1/tracks/51RN0kzWd7xeR4th5HsEtW,https://api.spotify.com/v1/audio-analysis/51RN0kzWd7xeR4th5HsEtW,200693,4,IGOR'S THEME,IGOR,IGOR,2019-05-17,5zi7WsKlIiUXv09tbGLKsE
